marca,modelo,ano,preco_brl,categoria,conector,url
byd,yuan pro,2025,162999.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-gs-2025-azul-11000km-25546
volvo,xc40 recharge,2024,225000.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-plus-2024-prata-41000km-25551
byd,tang,2023,249890.0,BEV,CCS2,https://carregados.com.br/carros/byd-tang-awd-2023-cinza-19500km-25554
volvo,xc40 recharge plug-in hybrid,2022,188900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-plug-in-hybrid-inscription-expression-2022-azul-51608km-25563
leapmotor,c10,2026,204900.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-c10-bev-2026-cinza-0km-25487
byd,dolphin,2026,134900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2026-cinza-15000km-25491
byd,dolphin mini,2026,99990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-branco-0km-25496
byd,dolphin mini,2027,128900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-25497
gwm,ora 03,2024,139900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-branco-57000km-25499
byd,dolphin mini,2027,135900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-25509
porsche,taycan,2026,949000.0,BEV,CCS2,https://carregados.com.br/carros/porsche-taycan-4s-cross-turismo-2026-preto-4500km-25446
byd,dolphin plus,2024,136900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-37200km-25448
byd,dolphin,2027,153900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-25450
byd,yuan pro,2026,174900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-2026-branco-2716km-25461
byd,yuan pro,2026,169900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-2026-branco-2700km-25471
mercedes,eqs amg 53 4matic+,2022,799000.0,BEV,CCS2,https://carregados.com.br/carros/mercedes-eqs-amg-53-4matic-2022-preto-15000km-25433
byd,dolphin mini,2027,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-25440
byd,dolphin,2024,184890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-preto-25900km-25368
leapmotor,c10,2026,202990.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-c10-bev-2026-outra-0km-25373
gwm,ora 03,2024,134990.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-skin-2024-azul-16000km-25381
byd,dolphin mini,2027,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-25389
gwm,ora 03,2024,157990.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-branco-18080km-25395
byd,dolphin plus,2025,159990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-53168km-25396
byd,dolphin plus,2025,142554.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-branco-27500km-25408
byd,dolphin mini,2027,135000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-25410
byd,dolphin mini,2026,109990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-0km-25412
byd,song plus,2025,194900.0,BEV,CCS2,https://carregados.com.br/carros/byd-song-plus-2025-azul-17895km-25418
byd,seal,2024,224900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-preto-20000km-25420
peugeot,e-2008,2026,145900.0,BEV,CCS2,https://carregados.com.br/carros/peugeot-e-2008-gt-2026-branco-7980km-25426
peugeot,e-2008,2026,145900.0,BEV,CCS2,https://carregados.com.br/carros/peugeot-e-2008-gt-2026-branco-7980km-25425
byd,dolphin plus,2025,164900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-21000km-25305
bmw,ix edrive20,2025,299990.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix-edrive20-2025-verde-14000km-25308
byd,dolphin mini,2027,130000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-25309
chevrolet,spark euv,2026,135900.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-spark-euv-2026-cinza-0km-25310
byd,dolphin,2027,135990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2027-azul-0km-25311
byd,dolphin mini,2027,120900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-25322
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-25327
byd,dolphin mini,2027,126990.0,BEV,CCS2,https://carregados.com.br/carros/%2Fbyd-dolphin-mini-2027-branco-0km-25334
mini,cooper se,2023,144900.0,BEV,CCS2,https://carregados.com.br/carros/mini-cooper-se-2023-cinza-23470km-25336
byd,dolphin mini,2027,125900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-25338
byd,dolphin mini,2025,107990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-18000km-25348
byd,t3,2027,339990.0,BEV,CCS2,https://carregados.com.br/carros/byd-t3-2027-preto-0km-25349
bmw,ix1,2026,383950.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix1-2026-prata-0km-25247
leapmotor,b10,2026,182900.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-b10-2026-preto-0km-25252
mini,cooper se,2024,193990.0,BEV,CCS2,https://carregados.com.br/carros/mini-cooper-se-2024-azul-4850km-25259
byd,song pro dm-i plug-in hybrid,2026,197990.0,PHEV,CCS2,https://carregados.com.br/carros/byd-song-pro-dm-i-plug-in-hybrid-gs-2026-azul-0km-25263
byd,dolphin,2027,123900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2027-branco-0km-25270
geely,ex2,2026,148900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-branco-0km-25278
byd,dolphin,2027,174990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-preto-0km-25282
byd,dolphin,2026,144990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2026-cinza-21132km-25283
byd,dolphin,2025,129990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2025-cinza-27861km-25289
mini,aceman,2026,275990.0,BEV,CCS2,https://carregados.com.br/carros/mini-aceman-2026-cinza-0km-25293
byd,dolphin,2027,164990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-azul-0km-25294
byd,song plus,2024,172900.0,BEV,CCS2,https://carregados.com.br/carros/byd-song-plus-2024-azul-34000km-25222
byd,dolphin,2024,134990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-preto-45660km-25214
nissan,leaf,2023,109900.0,BEV,CHAdeMO,https://carregados.com.br/carros/nissan-leaf-s-2023-preto-38000km-25194
kia,niro ev,2024,199900.0,BEV,CCS2,https://carregados.com.br/carros/kia-niro-ev-2024-preto-78000km-25172
mini,cooper se,2026,359990.0,BEV,CCS2,https://carregados.com.br/carros/mini-cooper-se-2026-cinza-0km-25151
geely,ex2,2026,134990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-2026-cinza-0km-25021
byd,dolphin,2026,149900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2026-cinza-8713km-25022
geely,ex2,2026,147990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-2026-cinza-0km-25023
byd,dolphin mini,2026,122990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-preto-400km-25035
bmw,ix1,2026,374000.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix1-2026-prata-3777km-25041
byd,dolphin mini,2026,110000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-branco-64500km-25046
byd,dolphin mini,2027,130000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-25057
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-25058
byd,yuan plus,2024,166900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-plus-2024-azul-51000km-25069
byd,dolphin mini,2027,124900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-25002
byd,dolphin mini,2027,125990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-25003
geely,ex2,2026,134490.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-2026-branco-100km-25075
volvo,ex30,2024,179900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-core-2024-preto-30000km-24918
byd,dolphin,2024,134900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-46720km-24945
geely,ex2,2026,148990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-2026-cinza-0km-24950
geely,ex2,2026,148900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-2026-cinza-0km-24961
byd,dolphin mini,2025,115990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-outra-18500km-24963
byd,dolphin mini,2026,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-branco-25260km-24965
byd,dolphin,2027,149990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2027-preto-0km-24968
byd,dolphin mini,2027,128900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-24970
chevrolet,equinox ev,2024,453190.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-equinox-ev-2024-prata-0km-24825
toyota,bz4x,2025,299900.0,BEV,CCS2,https://carregados.com.br/carros/toyota-bz4x-2025-branco-6741km-24828
gwm,ora 03,2026,159990.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2026-branco-0km-24848
chevrolet,blazer ev,2024,339000.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-blazer-ev-2024-preto-33196km-24798
porsche,cayenne e-hybrid,2025,799900.0,PHEV,Type 2,https://carregados.com.br/carros/porsche-cayenne-e-hybrid-coupe-2025-prata-4000km-24775
byd,dolphin,2024,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-18000km-24746
leapmotor,b10,2026,182990.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-b10-2026-outra-0km-24748
volvo,ex30,2024,224900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-core-2024-branco-24000km-24700
volvo,ex30,2024,181900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-core-2024-cinza-39900km-24717
zeekr,x,2025,259900.0,BEV,CCS2,https://carregados.com.br/carros/zeekr-x-flagship-2025-verde-11283km-24722
volvo,c40 recharge,2023,254900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-c40-recharge-ultimate-2023-branco-20000km-24696
gwm,ora 03,2024,121900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-skin-2024-azul-28000km-24633
bmw,i3,2022,169900.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i3-s-2022-cinza-25675km-24644
gac aion,hyptec ht,2026,328800.0,BEV,CCS2,https://carregados.com.br/carros/gac-aion-hyptec-ht-elite-2026-preto-10000km-24648
byd,yuan pro,2026,182990.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-2026-preto-0km-24597
byd,dolphin,2024,184890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-preto-25000km-24556
volvo,xc60,2022,217900.0,PHEV,Type 2,https://carregados.com.br/carros/volvo-xc60-r-design-2022-cinza-110000km-24563
byd,seal,2027,299900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2027-branco-0km-24566
renault,megane e-tech electric,2026,289990.0,BEV,CCS2,https://carregados.com.br/carros/renault-megane-e-tech-electric-equilibre-2026-cinza-0km-24507
leapmotor,b10,2026,192990.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-b10-2026-outra-0km-24526
byd,dolphin,2026,149990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2026-cinza-0km-24530
geely,ex2,2026,146900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-2026-verde-0km-24483
geely,ex2,2026,133900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-2026-branco-0km-24482
geely,ex5,2026,215900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex5-gt-2026-branco-0km-24484
geely,ex5,2026,235900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex5-gt-2026-cinza-0km-24485
leapmotor,c10,2026,214990.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-c10-bev-2026-cinza-0km-24487
gwm,ora 03,2024,149900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-preto-16200km-24502
audi,e-tron,2025,690000.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-performa-black-aut-eletrico-2025-cinza-0km-20626
audi,e-tron,2025,669990.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-performa-black-aut-eletrico-2025-preto-0km-20627
audi,e-tron,2025,569990.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-performa-black-aut-eletrico-2025-cinza-0km-20630
audi,e-tron,2025,690000.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-performa-black-aut-eletrico-2025-azul-0km-20632
audi,e-tron,2025,690000.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-performa-black-aut-eletrico-2025-cinza-0km-20636
audi,e-tron,2025,569990.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-performa-black-aut-eletrico-2025-azul-0km-20635
audi,e-tron,2025,569900.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-performa-black-aut-eletrico-2025-cinza-0km-20637
byd,dolphin mini,2026,122900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-eletrico-2026-azul-0km-20528
volvo,ex30,2024,259000.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-e60-ultra-eletrico-2024-azul-14000km-20502
byd,dolphin mini,2026,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-eletrico-2026-verde-0km-20412
chevrolet,blazer ev,2024,352233.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-blazer-ev-rs-347cv-eletrico-2024-prata-0km-19215
byd,dolphin mini,2026,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-eletrico-2026-branco-0km-18403
bmw,ix1,2024,309900.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix1-x1-m-sport-100-eletrica-2024-cinza-36000km-16931
